S. No.,Text,LABEL
103,usa commmander warns taliban to stop afghan offensive or face air strikes,0
104,as the usa pulls out of afghanistan kabulã¢ââs airport is a final stand,0
105,new footage appears to show taliban gaining ground in afghanistan,0
106,the last usa troops are packing up and leaving bagram airfield in afghanistan,0
107,seven killed in twin van bomb blasts in afghanistanã¢ââs kabul asia news ã¢ââ east autoã¢ news,0
108,ibrahim khel base in zurmat district of paktia province captured and 42 soldiers surrendered to taliban,0
109,taliban shoot and kill group of mineclearing workers in afghanistan news afghanistan latestnews,0
110,taliban attack kills mineclearing workers in afghanistan news afghanistan latestnews,0
111,ana chopper crashed down taliban claims responsibility the khaama press news agency news afghanistan latestnews,0
112,peacefulafgpeacefulpak pakistanã¢ââs development assistance to afghanistan has reached usa 1 billion geared towards investment in infrastructure education health agriculture and capacity building of afghan professionals,0
113,afghanistan attack on antiland mine charity kills at least 10 wounds 14,0
114,bbc news halo trust afghanistan mine clearance workers shot dead in cold blood,0
115,65 taliban militants killed in nationwide raids,0
116,ten people have been killed and 16 injured in an attack on a demining camp in afghanistan,0
117,10 mineclearing workers are killed in afghanistan attack,0
118,emboldened taliban militants are advancing across afghanistan as the biden administration continues its plan to withdraw all usa troops via,0
119,the taliban claim control over 80 421 districts,0
120,dozens of afghans have gathered today outside white house in washington dc to show their support for democracy and the central government in afghanistan supportcentralgovinafg supportrepublicinafg nototalibanyestoghani,0
121,via roughly 650 usa troops are expected to remain in afghanistan to provide security for diplomats after the main american military force completes its withdrawal which is set to be largely done in the next two weeks defensepolicy foreignpolicy,0
122,border crisis vp harris visited the border today she said ã¢ââthis will not stop until we solve the root causeã¢ââ 20 years in afghanistan and trillions of dollars spent and we didnã¢âât solve the root cause of that countryã¢ââs problems trumps policies were working bidenbordercrisis,0
123,biden meets president ashraf ghani of afghanistan at the white house,0
124,watch crews dig through rubble after a condo in florida collapsed taliban fighters are surrendering their weapons to the afghan government and more of todays top videos,0
125,anchorperson will you allow american govt to have cia here in pakistan to conduct crossborder missions in afghanistan pm absolutely not absolutelynot,0
126,afghan mod claims to have killed 259 taliban militants and wounding 161 in latest andsf ops across several provinces in afghanistan once again mod makes this claim without any evidence afghanistan,0
127,pakistan will absolutely notã¢ââ allow bases to usa for action in afghanistan pm imran khan welldone imrankhanpti,0
128,pakistan will absolutely notã¢ââ allow any bases to usa troops for action in afghanistan says imran,0
129,pakistan pm will absolutely not allow cia to use bases for afghanistan operations axios says ã¢ââ¦imrankhanptiã¢ââ© hugging face,0
130,afg at least one polio vaccinator killed and five others injured in three separate attacks apparently coordinated by unknown gunmen in jalalabad capital city of eastern nangarhar province of afghanistan on tuesday officials said,0
131,attacks target polio teams in east afghanistan 5 killed,0
132,video report from ghazni province a important base captured by taliban 38 soldiers surrender 40 tanks rangers weapons and ammunition siezed,0
133,afg rural afghanistan is on fire a district bazaar ghoarghoaray bazzar in khash road nimroz on fire afghanistan demands a comprehensive and permanent ceasefire,0
134,chinas foreign ministry on sunday suggests all chinese citizens in afghanistan to leave the country as soon as possible as conflicts and violence continue in the country,0
135,ã¢ââabsolutely notã¢ââ imran khan on whether to allow the cia to conduct operations into afghanistan from pakistan after troop withdrawals axiosam,0
136,cnr world news taliban say committed to afghan peace talks want genuine islamic systemã¢ââ,0
137,biden to meet with ghani and abdullah white house afghanistan usa ariananews,0
138,at least 46 taliban militants were killed and 25 others injured in fierce clasheswith security forces in afghanistans takhar province the ministry of defence said photo ians file,0
139,at least 11 injured in iedmied blast targeting a passenger bus in charikar parwan afghanistan,0
140,rsoe edis event report terrorism afghanistan 11 injured in explosion targeting bus in parwan province,0
141,afghanistan seeks to deepen relations with turkey dailyã¢ sabah,0
142,usa to hand bagram base to afghan forces in 20 days usa bagramairbase afghan afghanistan ravapk ravaupdate rava,0
143,three people assassinated in kabul ariananews afghanistan kabul assassination bagrami,0
144,taliban gains ground as 2 more afghan districtsã¢ fall,0
145,germany removing nearly 60000 beer cans from afghanistan after military institutes ban there,0
146,afghanistan troops suffer shockingly high casualties as violence mounts at least 150 afghan troops have been killed or injured in the last 24 hours in a surge of attacks by taliban militants fighting is now raging in 26 of the countrys 34 provinces,0
147,nato secretary general meets with president biden at white house afghan afghanistan austin canada climatechange european investment leadership pentagon resilience technology unitedstates washington whitehouse,0
148,un official condemns killing of 5 health workers in afghanistan news afghanistan latestnews,0
149,brics condemns high violence in afghanistan calls for permanent ceasefire brics members meet to discuss a variety of international security issues including afghanistan and israelpalestine,0
150,the taliban appeared to be walking away from peace talks with the afghan government ã¢ââ until at the end of may they suddenly agreed to a proposed meeting in istanbul,0
151,proud of him very good long life to vice president saleh sahib the first serious warning to pakistan after returning from the united states the cost of aligning pakistan with the taliban will be very high amrullah saleh said,0
152,stunning find includes uk plot to provoke russia in ukrainian waters last week and usa request to leave troops in afghanistan,0
153,dod 061021 md helicopter inc mesa arizona was awarded a 29448286 modification p00046 to contract w58rgz17c0038 to provide maintenance capabilities in support of the afghan air force work will be performed in mesa arizona kabul afghanistan and al ain,0
154,afghanistantaliban attacked outpost near dahan e darah dam south of faryab capital last night via,0
155,afghanistans aviation authority blames that pakistan cut 80 flights of afghan airliner,0
156,flag for united kingdom local staff who worked for the uk government in afghanistan including many who worked as interpreters for uk forces in the country will be eligible for expedited relocation to the uk under the afghan relocation and assistance policy,0
157,largest usa military base in afghanistan to be handed over to afghan forces reports suggest,0
158,paksupportsafgpeace pakistan has brought both the government and the taliban on the table and it worked well and it is time for the usa and the world to play a vital role in the restoration of peace in afghanistan,0
159,local elder among two killed in paktiya khost taliban armed men shot dead two persons including a local elder in gardez city of paktiya province on tuesday june 01,0
160,taliban have now the american military vehicles captured from the forces of kabul regime,0
161,new video message from the islamic emirate of afghanistan ã¢ââfortytwo troopers from the cop base join the mujã¤âhidã¤â«n in ibrahim khel area of the paktia capital gardezã¢ââ,0
162,centcom commander gen kenneth frank mckenzie says the usa will not support the kabul regime with airstrikes against the taliban after withdrawal will only target al qaeda and isis,0
163,taliban control key dam in kandahar farmers plead for water afghanistan,0
164,un sounds alarm over emboldened taliban still closely tied to alã¢ qaeda,0
165,a report by the un monitoring team has said that ã¢ââthe taliban and alqaeda remain closely aligned and show no indication of breaking tiesã¢ââ,0
166,foreign ministers of pakistan china afghanistan to virtually meet today,0
167,bombers aim for buses in new tactic to spread death and fear in afghanistan via when you say bombers 9t could the government which is desperate or it could be taliban or any other,0
168,china seeks to expand belt and road to afghanistan in name of security as usa withdraws troops the long game,0
169,china afghanistan pakistan reach consensus on promoting afghan peace process antiterrorism the 4th chinaafghanistanpakistan foreign ministers dialogue hosted by chinese state councilor and foreign minister wang yi was held in guiyang on thursday,0
170,usa president joe bidens announcement that all usa military forces will be out of afghanistan by sept 11 2021 has made precarious the stay of numerous filipino workers in that central asian country themanilatimes,0
171,biden told ghani and abdullah that although usa troops are leaving afghanistan america will still support afghanistan through economic and political means as well as helping the country maintain its military the usa is expected to leave some 650 troops in the country,0
172,joe biden meets visiting afghanistan leaders at whiteã¢ house,0
173,christine abizaids confirmation comes as the terrorist threat intensifies at home from domestic extremists and overseas on the afghanistan pullout,0
174,about 5000 afghan families have fled their homes in kunduz after days of fighting between the taliban and government forces officials say with the insurgents continuing to surround the key northern city,0
175,after the 47th g7summit usapresident joebiden will be hosting afghan counterpart ashrafghani and the chairman of highcouncil for national reconciliation abdullah abdullah afghanistan,0
176,taliban enter key cities in afghanistanã¢ââs north after swift offensive,0
177,taliban take key afghan district adding to string of wins ã¢ââ times of india india newsã¢ cart,0
178,the usa withdrawal from afghanistan is more than half done and usaa officials say that while it could be completed by july 4 the final exit of equipment and troops more likely will be later in the summer afghan taliban biden,0
179,turkey has offered to guard and run kabuls airport after the united states and other nato forces withdraw from afghanistan but usa officials say ankara is imposing conditions which need to be resolved reuters,0
180,during the last 1 month the following districts of provinces came under the taliban control 1 charkh district logar 2 mandol district norestan province 3 do aab district norestan 4 dawlat shah district laghman 5 boorka district baghlan 6 morghab district badghis,0
181,new information into deadliest alleged afghanistan war crime suggests civilians were killed by australian special forces to cover tracks,0
182,afghanistan iran and turkey fms hold a trilateral meeting in antalya,0
183,taliban say its committed to peace talks but wants islamic system,0
184,residents of kapisa province took up arms today in support of security forces and the fight against the taliban nationstandwithandsf,0
185,taliban take key afghan district as usa retreats,0
186,the new assessment which differs starkly from previous positive analysis comes after the taliban made battlefield gains in afghanistan including the seizure of a key district in northern kunduz province this week,0
187,27 taliban insurgents including 2 of their prominent commanders and 11 pakistani terrorists were killed and 12 others were wounded in operations conducted by andsf with support from aaf in aryob zazi district of paktia yesterday said,0
188,12 thanks to all who took the time to meet in islamabad and rawalpindi to discuss the afghanpeaceprocess officials thinktanks journalists and ambassadors from afghanistan australia canada china india iran russia tajikistan uk usaa and uzbekistan,0
189,afghan forces prevent the destruction to a military base in balkh civilian casualties feared khaama afghanistan,0
190,fighting between afghan security forces and the taliban continued in at least 80 districts across the country in the past 24 hours over 100 taliban fighters and 90 security force members were killed during this period voiceofnations,0
191,usa says biden erdogan agreed on afghanistan but s400 issue is unresolved,0
192,taliban kills six afghan soldiers with car bomb attack in baghlan province read afghanistan taliban baghlan,0
193,taliban have called on their members not to allow anyone to damage captured infrastructure cps and bases if there is fear of being reseized plant eds in them so the opposition can not reinhabit them and inform civilians not to wander around them,0
194,pentagon chief military has already started overthehorizon operations in afghanistan,0
195,11 civilians killed in badghis roadside bomb blast in afghanistan,0
196,a minivan carrying civilian passengers in northwest afghanistan was hit by aroadside bombleaving at least11passengers dead including three childrenan afghanofficial saidsundaythe van fell in to avalley with the shock of the explosionsaidbadghisprovgovt,0
197,protest against abdullah abdullah in parwan after a guard of abdullahs advisor allegedly killed a civilian abdullahs posters also torched by angry locals afghanistan,0
198,sources from nangarhar province recently posted an unauthenticated iskp warning letter to the taliban on social media the letter is dated 30th of ramadan 12 mayand calling on the taliban in nangarhar province to surrender to the iskp else they would be killed by the group,0
199,cia scrambles for new approach in afghanistan via,0
200,turkey says no additional staff will be sent toã¢ afghanistan,0
201,poland will withdraw its troops from afghanistan at the end of june president andrzej duda says bringing its twodecade presence in the country to an end,0
202,breakingnews taliban found some abandoned humvees in the mountains of tala wa barfak district of baghlan province today afghanistan,0
203,ap reporting usa to leave about 650 troops in afghanistan to protect diplomats will largely complete withdrawal in 2 weeks,0
204,us to move afghan translators over taliban threats afghanistan security,0
205,video afghans in the western province of herat are picking up weapons to support security forces as the taliban advances and as usa troops continue their withdrawal ahead of a september deadline,0
206,china urges closer afghanistan ties as usa withdrawal looms via,0
207,breaking 11 civilians including 4 women and 3 children killed as a passenger car collided with a roadside ied planted by the taliban in the kotal shutargeri area abkamari district of badghis province a couple of moments before the district chief for abkamari told,0
208,usa government announces 266 million in aid to afghanistan via,0
209,taliban claimed surrender of three alleged progovt militiamen in gereshk helmand afghanistan,0
210,paksupportsafghanpeace pakistan has played an important role in supporting the peace process in afghanistan according to a top pentagon official paksupportsafghanpeace,0
211,qari gul known as zabuir a key member of taliban terrorists killed and three others wounded in clashes with andsf in pashtun kot district and 1st district maimana city of faryab province,0
212,amid the ongoing violence in afghanistan the country witnessed the bloodiest day in a month as security forces repelled mass taliban attacks on the capital cities of herat helmand takhar and kandahar provinces according to media reports ommcomnews,0
213,alemarah studio posted new video from darayim badakhshan purportedly showing some alleged progovt militiamen who defected to tb afghanistan,0
214,fighting stigma education and afghanistans security as it stands the military dimension of americas afghan policy seems to be the one getting all the attention ã¢ââending usa involvement in an endless warã¢,0
215,body of reuters photographer was mutilated in taliban custody officials say,0
216,afghanistan refugees could be relocated to mobile homes flag for united statesã°âââºregional indicator sã°âââºregional indicator sã°âââºregional indicator sã°âââºregional indicator sã°âââºregional indicator sã°âââºregional indicator sã°âââºregional indicator sã°âââºregional indicator sã°âââºregional indicator sã°âââºregional indicator s,0
217,as afghantaliban peace talks failed to reach breakthrough and security threats remain high pakwantspeacefulafg,0
218,pakistan reopened the chaman border crossing allowing over 100 trucks carrying goods to cross into afghanistan the chamanspin boldak crossing a key port for landlocked afghanistan pakwantspeacefulafg,0
219,taliban hunted down brutally executed indian photojournalist danish siddiqui afghanistan security,0
220,i overhear afghan taliban seize border crossing with pakistan in major advance,0
221,no smoking no shaving taliban restore old rules in newly seized afghan territory they say theyll protect human rights but according to ã¢ââislamic valuesã¢ââ that are interpreted differently across the muslim world,0
222,taliban fundamentalists kill 22 unarmed afghan soldiers in collaboration with pakã¢ terrorists,0
223,afghanistan says envoys daughter kidnapped tortured in pakistan,0
224,taliban ask for list of girls above 15 widows under 45 to be married to their fighters reports world news hindustan times smartnews,0
225,on saturday the french government flew out around 100 of its citizens and afghans working for the embassy from the capital as security deteriorated a french diplomatic source said afghanistan france,0
226,afghanistan says its pakistan envoys daughter kidnapped severely tortured,0
227,breaking news 1405 journalists have been killed doing their jobs since 1992 reuters journalist danish siddiqui was killed on friday while covering a clash between afghan security forces and taliban fighters near a border crossing with pakistan,0
228,afghan taliban seize border crossing with pakistan in major advance,0
229,could this happen in mali ã£ââ sharia law application has come back in afghanistan and the whole world needs to know about it ã£ââsee video image,0
230,kijk citizens rush to leave afghanistan as taliban retake territory dw news op youtube,0
231,more than 300 taliban terrorists killed in clashes with the afghan armed forces over the past 24 hours scores were killed in air strikes since the afghan air force has intensified aerial offensive against the taliban the taliban of course have denied any casualties,0
232,sources said saturday that the control of 13 districts ã¢ââ 11 districts in northeastern afghanistan one in the east and one in the south ã¢ââ have fallen to the taliban in the last 24 hours the highest number of areas falling to the group in a dayã¢ ã¢,0
233,usa military vehicles falling into taliban hands at alarming rate report finds via,0
234,developing story rockets land near afghan presidential palace during eid prayers afghanistan,0
235,turkey aims for dialogue with taliban on kabul airport plan,0
236,rocket attack on afghan capital as president performs eid prayers via rocketattack afghanistan eidprayers ashrafghani,0
237,afghan taliban delegation to china had 9 members what was the need more comprehensive support from china or that all factions within taliban had to go to together to avoid couo by those left behind taliban not a united entity usa and india note,0
238,afghan taliban shot down a helicopter of mercenary afghanarmy at lashkar gah square of district nad e ali helmand province taliban spokesperson zabihullah mujahid said kabulregimecrimes,0
239,china russia to train together against terror as last usa troops exit afghanistan newsbreak,0
240,the first flight evacuating afghans who worked alongside americans in afghanistan brought more than 200 people including scores of children and babies in arms to resettlement in the united states on friday and president joe biden welcomed them home,0
241,tajikistan has begun the construction of a camp for refugees from afghanistan tajikistan afghanistan refugees,0
242,first flight carrying afghans fleeing possible taliban reprisal lands in usa,0
243,live taliban has once again attacked the salma dam in herat district of afghanistan qwhich has been jointly built by bharat afghanistan,0
244,sources claimed that atleast 430 talib insurgents has been killed in kandahar and takhar provinces according to reports this is the highest casualty number of taliban in one day that they have suffered during face to face war with the andsf in the past 4 months,0
245,first flight of afghan interpreters fleeing taliban arrives in usa,0
246,un compound attacked in western afghanistan at least one guard killed,0
247,look at this news article from the daily caller over 200 afghan allies arrive on first of many expected flights to bring thousands to the usa,0
248,afghanistan defense ministry rejects taliban claim of seizing over 90 of borders,0
249,usaeurope communiquã£â© on afghanistan says what pm ik has been saying for years usa and europe realised it after 20 years of war that cost trillions and killed thousands we reaffirm that there is no military solution to the conflict in afghanistan,0
250,russia says usa nato colluding with daesh in afghanistan,0
251,afghanistan crisis britain told to evacuate embassy staff in kabul amid taliban advance,0
252,protests held in kabul over alikhil kidnapping afghanistan,0
253,afghan forces recaptured samanganã¢ââs daraesof bala district from the taliban officials shamshadnews samangan,0
254,taliban captured important border post adjacent to pakistan flag was also shown ã¢ââã¢ reports,0
255,mod afagistan 13 taliban terrorists including ã¢ââfaizullahã¢ââ one of their deputy military commission for hazar samch district were killed and 17 others were wounded in an airstrike conducted by aaf in pole jelat area at the outskirts of takhar provincial center yesterday,0
256,pakistani citizen abdul rasheed died in afghanistans nangarhar province earlier this month hundreds of people attended the 22yearolds funeral near peshawar and chanted protaliban slogans,0
257,foreign missions in kabul issue joint call for taliban ceasefire via,0
258,white house issues statement of policy on allies act backs the effort to raise the visa cap for afghan interpreters contractors and security personnel who worked with usa forces in afghanistan house is slated to take up the bill this week,0
259,sikh and hindu communities of wartorn afghanistan appeal for theirã¢ evacuation,0
260,afghan war veteran burns service medal saying morrison government betraying anzac spirit guardian afghanistan,0
261,usa calls on taliban to end violence as group makes gains across afghanistan,0
262,jusat in taliban takes control of important border crossing between afghanistan and pakistan see your results,0
263,uk will work with afghan taliban if it comes to power says defense ministerã¢ report,0
264,taliban has reached to borders white flag with kalma sahrif representing taliban was hoisted at spin bokdak chaman border crossing,0
265,taliban claims capturing key afghan border crossing with pakistan taliban news al jazeera via,0
266,usasupported central asian new silk road highway ambition to boost afghanistan and the economic cooperation organization to reshape economic takeoff,0
267,video reportedly shows taliban executing 22 afghan commandos as usa troops withdraw,0
268,ny times usa to begin evacuating afghans allies in late july,0
269,biden administration says it will begin evacuating afghan interpreters and others who aided usa troops starting later this month it is the right thing to do otherwise they will be targeted with their families and slaughtered,0
270,the united nations said on sunday the rising conflict is causing more suffering across afghanistan as it called for continuing financial aid,0
271,rights group urges uk govt to grant asylum to afghan women prone to taliban attacks via,0
272,afganistan ll india has evacuated some 50 diplomats and security personnel from kandahar in an indian air force aircraft after taliban fighters seized key areas around the southern city in afghanistan ll india kandahar,0
273,breakingnews taliban entering the garmsir district of helmand province earlier today the district fell to the taliban without any clashes after the the ana anp and government officials retreated from the district center this morning afghanistan taliban kabul,0
274,foundation for defense of democracies taliban squeezes afghan government by seizing key border towns duh rt,0
275,afghanistan to rush troops to border as taliban extend gains,0
276,1177 taliban insurgents killed in 174 operations shinwari afghanistan taliban read more,0
277,the taliban has called on people in districts of badakhshan and takhar provinces to give them a list of their young girls and widows to get them married off to their fighters and that they will be taken to north waziristan for further proper islamic education lifeundertaliban,0
278,kandahar afghanistan taliban american abandoned indian consulate rn,0
279,the states of central asia will continue rendering assistance to afghanistan in cooperation with the un via in the world,0
280,religious scholars tribal elders among 33 assassinated in talibanheld areas in afghanistanã¢ââs kandahar report worldã¢ news,0
281,the united states will continue air strikes in support of afghan forces fighting the taliban a top usa general said as the insurgents press on with offensives across the country,0
282,general mckenzie in a press conference in kabul says the usa has escalated airstrikes against the taliban in afghanistan recently,0
283,joe biden authorises 100 million in aid for afghanistan refugees,0
284,usa prepared to continue airstrikes against taliban top commander says,0
285,breaking all american and nato troops have left bagram air base in afghanistan a usa defence official says story developing,0
286,usa military vacates main air base in afghanistan underscoring withdrawal expected within days,0
287,usa military hands key air base back over to afghanistan for first time in 20ã¢ years,0
